schouwburg          	sxAuwbYrx           	sxAuwbA*rx          
schreeuwt           	sxre:ut             	sxr@yut             
schreit             	sxrEit              	sxr@t               
schriftuur          	sxrIftyr            	sxrIftyu@s          
schriftuuren        	sxrIftyr@n          	sxrIftyu@sn         
schuur              	sxyr                	sxyu@s              
schuuren            	sxyr@n              	sxyu@sn             
secretaris          	s@kr@ta:rIs         	s@kr@tA*rIs         
sedert              	s@d@rt              	s@d@t               
seeckere            	s@k@r@              	s@k@@               
seemelknooper       	s@m@lkno:p@r        	s@m@lkno:p@         
seun                	s2:n                	s@n                 
singulier           	sINylir             	sINYlir             
slachter            	slAxt@r             	slAxt@              
slampamper          	slAmpAmp@r          	slAmpAmp@           
slechjes            	sl@xj@s             	sl@j@s              
slecht              	sl@xt               	sl@t                
slechten            	sl@xt@n             	sl@t@n              
slechts             	sl@xts              	sl@ts               
snoepreisje         	snuprEisj@          	snupr@sj@           
snotneus            	snOtn2:s            	snOtn@s             
snyders             	snid@rs             	snid@s              
soerce              	surs@               	surk@               
soetert             	sut@rt              	sut@t               
sondament           	sOnda:m@nt          	sOndAm@nt           
sonder              	sOnd@r              	sOnd@               
soomers             	so:m@rs             	so:m@s              
souveraine          	suv@rAin@           	sAuv@Ain@           
speult              	sp2:lt              	sp@lt               
staten              	sta:t@n             	stAt@n              
statu               	sta:ty              	stAty               
statueeren          	sta:ty@r@n          	stAty@@n            
sterken             	st@rk@n             	st@k@n              
sterkste            	st@rkst@            	st@kst@             
steune              	st2:n@              	st@n@               
stort               	stOrt               	stO*rt              
student             	styd@nt             	stYd@nt             
supplianten         	sYppliAnt@n         	sYpplia:nt@n        
teder               	t@d@r               	t@d@                
teedere             	t@d@r@              	t@d@@               
teisteren           	tEist@r@n           	t@st@@n             
ter                 	t@r                 	t@                  
termineeren         	t@rmin@r@n          	t@mIn@r@n           
terwel              	t@rw@l              	t@w@l               
terwyl              	t@rwil              	t@wil               
textum              	t@xtYm              	t@tYm               
thyrcis             	tIrsIs              	tIrss               
toehoorders         	tuho:rd@rs          	tuho:rd@s           
tonderdrukken       	tOnd@drYk@n         	tOnd@drYkk@n        
tontveinzen         	tOntvEinz@n         	tOntv@nz@n          
tooneelwerken       	to:n@lw@rk@n        	to:n@lw@k@n         
treuren             	tr2:r@n             	tr@r@n              
treurpellen         	tr2:rp@l@n          	tr@rp@l@n           
treurspellen        	tr2:rsp@l@n         	tr@rsp@l@n          
turf                	tYrf                	tA*rf               
turfmand            	tYrfmAnt            	tA*rfmAnt           
tusschen            	tYs@n               	tYsx@n              
tyds                	tids                	tIds                
tyjen               	ti@n                	tij@n               
uitgeleid           	9ytx@lEit           	9ytx@l@t            
uitstorten          	9ytstOrt@n          	9ytstO*rt@n         
universiteyt        	Yniv@rsitEit        	YnIv@sIt@t          
uur                 	yr                  	yu@s                
uuren               	yr@n                	yu@sn               
uurtje              	yr@tj@              	yu@sj@              
uyt                 	9yt                 	Yit                 
uytgeven            	9ytx@v@n            	YItx@v@n            
vader               	vAd@r               	vAd@                
vanbeaumont         	vAnb@o:mOnt         	vAnb@YmOnt          
vander              	vAnd@r              	vAnd@               
varken              	vArk@n              	vA*rk@n             
varkenskot          	vArk@nskOt          	vA*rk@nskOt         
vechten             	v@xt@n              	v@t@n               
veeters             	v@t@rs              	v@t@s               
veinsen             	vEins@n             	v@ns@n              
veinsende           	vEins@nd@           	v@ns@nd@            
venster             	v@nst@r             	v@nst@              
vensters            	v@nst@rs            	v@nst@s             
ver                 	v@r                 	v@                  
veranderd           	v@rAnd@rt           	v@And@t             
verandering         	v@rAnd@rIN          	v@And@IN            
verantwoorden       	v@rAntwo:rd@n       	v@Antwo:rd@n        
verbeeld            	v@rb@lt             	v@b@lt              
verbeeldeenig       	v@rb@ld@nIg         	v@b@ld@nIg          
verbeeterhuis       	v@rb@t@rh9ys        	v@b@t@h9ys          
verbeuren           	v@rb2:r@n           	v@b@r@n             
verbeurte           	v@rb2:rt@           	v@b@rt@             
verbiedende         	v@rbid@nd@          	v@bid@nd@           
verblommen          	v@rblOm@n           	v@blOm@n            
verbod              	v@rbOt              	v@bOt               
verboôn            	v@rbo:n             	v@bo:n              
verbrot             	v@rbrOt             	v@brOt              
verbruid            	v@rbr9yt            	v@br9yt             
verdedigen          	v@rd@dIx@n          	v@d@dIx@n           
verder              	v@rd@r              	v@d@                
verdicht            	v@rdIxt             	v@dIxt              
verdichte           	v@rdIxt@            	v@dIxt@             
verdrenken          	v@rdr@nk@n          	v@dr@nk@n           
verdwynen           	v@rdwin@n           	v@dwin@n            
vereerde            	v@r@rd@             	v@@rd@              
vereering           	v@r@rIN             	v@@rIN              
vereischt           	v@rEist             	v@@sxt              
vergaaderd          	v@rxa:d@rt          	v@xa:d@t            
vergaderd           	v@rxAd@rt           	v@xAd@t             
vergeeten           	v@rx@t@n            	v@x@t@n             
vergult             	v@rxYlt             	v@xYlt              
vergund             	v@rxYnt             	v@xYnt              
verhaal             	v@rha:l             	v@ha:l              
verhoedinge         	v@rhudIN@           	v@hudIN@            
verhoên            	v@rhun              	v@hun               
verhoole            	v@rho:l@            	v@ho:l@             
verhoolen           	v@rho:l@n           	v@ho:l@n            
verhoopende         	v@rho:p@nd@         	v@ho:p@nd@          
verhoor             	v@rho:r             	v@ho:r              
verifieeren         	v@rIfi@r@n          	v@Ifi@@n            
verkeerd            	v@rk@rt             	v@k@rt              
verkeert            	v@rk@rt             	v@k@rt              
verkiesen           	v@rkis@n            	v@kis@n             
verklaard           	v@rkla:rt           	v@kla:rt            
verklaaren          	v@rkla:r@n          	v@kla:r@n           
verklaaring         	v@rkla:rIN          	v@kla:rIN           
verklaring          	v@rkla:rIN          	v@klA*rIN           
verkogte            	v@rkOxt@            	v@kOxt@             
verkoopen           	v@rko:p@n           	v@ko:p@n            
verkopen            	v@rkOp@n            	v@kOp@n             
verkort             	v@rkOrt             	v@kO*rt             
verlaat             	v@rla:t             	v@la:t              
verlaaten           	v@rla:t@n           	v@la:t@n            
verlaatende         	v@rla:t@nd@         	v@la:t@nd@          
verlaeten           	v@rla:t@n           	v@la:t@n            
verlang             	v@rlAN              	v@lAN               
verleegen           	v@rl@x@n            	v@l@x@n             
verleenen           	v@rl@n@n            	v@l@n@n             
verleent            	v@rl@nt             	v@l@nt              
verleeren           	v@rl@r@n            	v@l@r@n             
verlichten          	v@rlIxt@n           	v@lIxt@n            
verliefde           	v@rlifd@            	v@lifd@             
verliesen           	v@rlis@n            	v@lis@n             
verliezen           	v@rliz@n            	v@liz@n             
verlijen            	v@rli@n             	v@li@n              
verloope            	v@rlo:p@            	v@lo:p@             
verlooren           	v@rlo:r@n           	v@lo:r@n            
vermaak             	v@rma:k             	v@ma:k              
vermaek             	v@rma:k             	v@ma:k              
vermeeren           	v@rm@r@n            	v@m@r@n             
vermits             	v@rmIts             	v@mIts              
vermogen            	v@rmOx@n            	v@mOx@n             
vermooren           	v@rmo:r@n           	v@mo:r@n            
verplicht           	v@rplIxt            	v@plIxt             
verschiet           	v@rsxit             	v@sxit              
verschil            	v@rsxIl             	v@sxIl              
versjerde           	v@rsj@rd@           	v@sj@d@             
versmelt            	v@rsm@lt            	v@sm@lt             
versoek             	v@rsuk              	v@suk               
versoekende         	v@rsuk@nd@          	v@suk@nd@           
versoope            	v@rso:p@            	v@so:p@             
verspreijen         	v@rsprEi@n          	v@spr@j@n           
verstaaje           	v@rsta:i@           	v@sta:i@            
verstaan            	v@rsta:n            	v@sta:n             
verstaat            	v@rsta:t            	v@sta:t             
verstaeje           	v@rsta:j@           	v@sta:j@            
verstaen            	v@rsta:n            	v@sta:n             
verstaet            	v@rsta:t            	v@sta:t             
verstand            	v@rstAnt            	v@stAnt             
verstande           	v@rstAnd@           	v@stAnd@            
verstommen          	v@rstOm@n           	v@stOm@n            
verstooren          	v@rsto:r@n          	v@sto:r@n           
verstreeken         	v@rstr@k@n          	v@str@k@n           
versuffen           	v@rsYf@n            	v@sYf@n             
vertoond            	v@rto:nt            	v@to:nt             
vertoonen           	v@rto:n@n           	v@to:n@n            
vertooners          	v@rto:n@rs          	v@to:n@s            
vertoont            	v@rto:nt            	v@to:nt             
vertrekken          	v@rtr@kk@n          	v@tr@kk@n           
vertrokken          	v@rtrOkk@n          	v@trOkk@n           
vertrouw            	v@rtrAuw            	v@trAuw             
vertrouwen          	v@rtrAuw@n          	v@trAuw@n           
verveelt            	v@rv@lt             	v@v@lt              
verwarring          	v@rwArrIN           	v@wA*rrIN           
verwyt              	v@rwit              	v@wit               
verwyten            	v@rwit@n            	v@wit@n             
verzachten          	v@rzAxt@n           	v@zAxt@n            
verzeekerd          	v@rz@k@rt           	v@z@k@t             
verzetten           	v@rz@t@n            	v@z@t@n             
verzoek             	v@rzuk              	v@zuk               
verzorgt            	v@rzOrxt            	v@zO*rxt            
veur                	v2:r                	v@r                 
vischryk            	vIsrik              	vIsxrik             
vleijen             	vlEi@n              	vl@j@n              
vleu                	vl2:                	vl@                 
vlucht              	vlYxt               	vlAxt               
voddery             	vOd@ri              	vOd@i               
volkomentlyk        	vOlko:m@ntlIk       	vOlkOm@ntlIk        
voorsz              	vo:rs               	vo:rss              
voorzeeker          	vo:rz@k@r           	vo:rz@k@            
vorder              	vOrd@r              	vO*rd@              
vorsten             	vOrst@n             	vO*rst@n            
vreemdigheid        	vr@mdIghEit         	vr@mdIg@t           
vreijen             	vrEi@n              	vr@j@n              
vreijer             	vrEi@r              	vr@j@               
vreijers            	vrEi@rs             	vr@j@s              
vreugd              	vr2:xt              	vr@xt               
vreugde             	vr2:xd@             	vr@xd@              
vrijerlyken         	vri@rlIk@n          	vri@lIk@n           
vrijers             	vri@rs              	vri@s               
vrucht              	vrYxt               	vrAxt               
vruchtbaer          	vrYxtba:r           	vrAxtba:r           
vryheid             	vrihEit             	vrih@t              
vryster             	vrIst@r             	vrIst@              
vrysters            	vrIst@rs            	vrIst@s             
vyfde               	vifd@               	vIfd@               
vyftien             	viftin              	vIftin              
waergenomen         	wa:rx@no:m@n        	wa:rx@nOm@n         
wakker              	wAkk@r              	wAkk@               
waren               	wa:r@n              	wA*r@n              
warm                	wa:rm               	wA*rm               
warme               	wa:rm@              	wA*rm@              
water               	wAt@r               	wAt@                
waters              	wAt@rs              	wAt@s               
weder               	w@d@r               	w@d@                
wederga             	w@d@rxa:            	w@d@xa:             
wederhouden         	w@d@rhAud@n         	w@d@hAud@n          
wederleggen         	w@d@rl@x@n          	w@d@l@x@n           
wederlegging        	w@d@rl@xIN          	w@d@l@xIN           
wedervraagen        	w@d@rvra:x@n        	w@d@vra:x@n         
wederzyde           	w@d@rzid@           	w@d@zid@            
wederzyds           	w@d@rzIds           	w@d@zIds            
weerparthy          	w@rpArti            	w@rpA*rti           
weeshuis            	w@sh9ys             	w@sj9ys             
weeshuys            	w@sh9ys             	w@sjYis             
wer                 	w@r                 	w@                  
wercken             	w@rk@n              	w@k@n               
werd                	w@rt                	w@t                 
werden              	w@rd@n              	w@d@n               
werdende            	w@rd@nd@            	w@d@nd@             
werk                	w@rk                	w@k                 
werken              	w@rk@n              	w@k@n               
werkje              	w@rkj@              	w@kj@               
winter              	wInt@r              	wInt@               
woekeraar           	wuk@ra:r            	wuk@a:r             
wonder              	wOnd@r              	wOnd@               
word                	wOrt                	wO*rt               
worden              	wOrd@n              	wO*rd@n             
wordend             	wOrd@nt             	wO*rd@nt            
wordende            	wOrd@nd@            	wO*rd@nd@           
wordje              	wOrdj@              	wO*rdj@             
worreld             	wOrr@lt             	wO*rr@lt            
wurm                	wYrm                	wA*rm               
wyders              	wid@rs              	wid@s               
wyzer               	wiz@r               	wiz@                
yder                	id@r                	id@                 
yverig              	iv@rIg              	iv@Ig               
zachter             	zAxt@r              	zAxt@               
zaligmakers         	zAlIxmAk@rs         	zAlIxmAk@s          
zeeker              	z@k@r               	z@k@                
zeeper              	z@p@r               	z@p@                
zei                 	zEi                 	z@                  
zeid                	zEit                	z@t                 
zeit                	zEit                	z@t                 
zelver              	z@lv@r              	z@lv@               
zeun                	z2:n                	z@n                 
zeunen              	z2:n@n              	z@n@n               
zieter              	zit@r               	zit@                
zodaanige           	zo:da:nIg@          	zOda:nIg@           
zonder              	zOnd@r              	zOnd@               
zonderling          	zOnd@rlIN           	zOnd@lIN            
zorg                	zOrx                	zO*rx               
zucht               	zYxt                	zAxt                
zuchtende           	zYxt@nd@            	zAxt@nd@            
zuikerbroodshoed    	z9yk@rbro:dshut     	z9yk@bro:dsjut      
zwaarigheid         	zwa:rIghEit         	zwa:rIg@t           
zwarigheid          	zwa:rIghEit         	zwA*rIg@t           
zwart               	zwArt               	zwA*rt              
zynd                	zint                	zInt                
zynde               	zind@               	zInd@               
